Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,age_group,usage_level,addiction_risk_level,sleep_deficit_hours,academic_risk_flag,mental_health_risk_level,psycho_social_risk_index,estimated_social_media_exposure_years,global_addiction_trend_index_for_cohort,pandemic_exposure_phase,country_usage_bucket,country_youth_usage_intensity_index
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8,22-24,very_high,addicted,1.7999999999999998,1,moderate,0.66,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5,20-21,high,no_risk,0.9000000000000004,1,moderate,0.555,8.4,0.9,pandemic_cohort,low,0.16666666666666666
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,22-24,very_high,addicted,2.0999999999999996,1,low,0.6849999999999999,11.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,18-19,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,22-24,high,no_risk,0.5999999999999996,1,high,0.53,9.4,0.7,pandemic_cohort,low,0.16666666666666666
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,20-21,very_high,addicted,1.5999999999999996,1,moderate,0.65,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,22-24,high,no_risk,0.5,1,moderate,0.535,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8,20-21,very_high,addicted,1.7999999999999998,1,moderate,0.66,8.4,0.9,pandemic_cohort,low,0.16666666666666666
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,22-24,high,no_risk,0.7000000000000002,1,moderate,0.545,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,18-19,very_high,at_risk,1.5,1,moderate,0.6349999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,22-24,very_high,addicted,2.3,1,low,0.695,9.4,0.7,pandemic_cohort,high,0.6666666666666666
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5,20-21,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,22-24,very_high,addicted,2.0,1,moderate,0.67,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,20-21,very_high,at_risk,1.2000000000000002,1,moderate,0.62,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,22-24,very_high,addicted,1.7000000000000002,1,moderate,0.655,11.4,0.7,pre_pandemic_cohort,high,0.6666666666666666
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,18-19,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7,22-24,very_high,at_risk,1.4000000000000004,1,moderate,0.63,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8,20-21,very_high,addicted,1.5999999999999996,1,moderate,0.65,7.4,0.9,pandemic_cohort,low,0.16666666666666666
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,22-24,high,no_risk,0.9000000000000004,1,moderate,0.555,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9,20-21,very_high,addicted,2.0,1,low,0.68,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,22-24,very_high,at_risk,1.2000000000000002,1,moderate,0.62,11.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,18-19,high,no_risk,0.5,1,high,0.525,6.4,0.9,pandemic_cohort,low,0.16666666666666666
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8,22-24,very_high,addicted,1.7999999999999998,1,moderate,0.66,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,20-21,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,22-24,very_high,addicted,1.9000000000000004,1,moderate,0.665,10.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,20-21,high,no_risk,0.7000000000000002,1,moderate,0.545,8.4,0.9,pandemic_cohort,low,0.16666666666666666
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,22-24,very_high,at_risk,1.5,1,moderate,0.6349999999999999,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
693,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,18-19,very_high,addicted,2.2,1,low,0.6900000000000001,6.4,0.9,pandemic_cohort,high,0.6666666666666666
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,22-24,high,no_risk,0.7000000000000002,1,moderate,0.545,9.4,0.7,pandemic_cohort,low,0.16666666666666666
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,20-21,very_high,addicted,1.9000000000000004,1,moderate,0.665,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,22-24,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8,20-21,very_high,addicted,1.7999999999999998,1,moderate,0.66,8.4,0.9,pandemic_cohort,high,0.6666666666666666
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,22-24,high,no_risk,0.9000000000000004,1,moderate,0.555,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,18-19,very_high,at_risk,1.4000000000000004,1,moderate,0.63,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,22-24,very_high,addicted,1.7000000000000002,1,moderate,0.655,9.4,0.7,pandemic_cohort,low,0.16666666666666666
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5,20-21,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,22-24,very_high,addicted,2.0999999999999996,1,low,0.6849999999999999,10.4,0.7,pre_pandemic_cohort,medium,0.46111111111111114
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,22-24,high,no_risk,0.5,1,high,0.525,11.4,0.7,pre_pandemic_cohort,low,0.16666666666666666
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,18-19,very_high,addicted,1.7000000000000002,1,moderate,0.655,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
